seq	moe_id	unicode_hex	unicode_int	char
01495	A01495	U+624B	25163	手
01496	A01496	U+624D	25165	才
01497	A01497	U+624E	25166	扎
01498	A01498	U+6253	25171	打
01499	A01499	U+6254	25172	扔
01500	A01500	U+6252	25170	扒
01501	A01501	U+6263	25187	扣
01502	A01502	U+625B	25179	扛
01503	A01503	U+6258	25176	托
01504	A01504	U+6284	25220	抄
01505	A01505	U+6297	25239	抗
01506	A01506	U+6296	25238	抖
01507	A01507	U+6280	25216	技
01508	A01508	U+6276	25206	扶
01509	A01509	U+6289	25225	抉
01510	A01510	U+626D	25197	扭
01511	A01511	U+628A	25226	把
01512	A01512	U+627C	25212	扼
01513	A01513	U+627E	25214	找
01514	A01514	U+6279	25209	批
01515	A01515	U+6273	25203	扳
01516	A01516	U+6292	25234	抒
01517	A01517	U+626F	25199	扯
01518	A01518	U+6298	25240	折
01519	A01519	U+626E	25198	扮
01520	A01520	U+6295	25237	投
01521	A01521	U+6293	25235	抓
01522	A01522	U+6291	25233	抑
01523	A01523	U+627F	25215	承
01524	A01524	U+62C9	25289	拉
01525	A01525	U+62CC	25292	拌
01526	A01526	U+62C4	25284	拄
01527	A01527	U+62BF	25279	抿
01528	A01528	U+62C2	25282	拂
01529	A01529	U+62B9	25273	抹
01530	A01530	U+62D2	25298	拒
01531	A01531	U+62DB	25307	招
01532	A01532	U+62AB	25259	披
01533	A01533	U+62D3	25299	拓
01534	A01534	U+62D4	25300	拔
01535	A01535	U+62CB	25291	拋
01536	A01536	U+62C8	25288	拈
01537	A01537	U+62A8	25256	抨
01538	A01538	U+62BD	25277	抽
01539	A01539	U+62BC	25276	押
01540	A01540	U+62D0	25296	拐
01541	A01541	U+62D9	25305	拙
01542	A01542	U+62C7	25287	拇
01543	A01543	U+62CD	25293	拍
01544	A01544	U+62B5	25269	抵
01545	A01545	U+62DA	25306	拚
01546	A01546	U+62B1	25265	抱
01547	A01547	U+62D8	25304	拘
01548	A01548	U+62D6	25302	拖
01549	A01549	U+62D7	25303	拗
01550	A01550	U+62C6	25286	拆
01551	A01551	U+62AC	25260	抬
01552	A01552	U+62CE	25294	拎
01553	A01553	U+62DC	25308	拜
01554	A01554	U+6316	25366	挖
01555	A01555	U+6309	25353	按
01556	A01556	U+62FC	25340	拼
01557	A01557	U+62ED	25325	拭
01558	A01558	U+6301	25345	持
01559	A01559	U+62EE	25326	拮
01560	A01560	U+62FD	25341	拽
01561	A01561	U+6307	25351	指
01562	A01562	U+62F1	25329	拱
01563	A01563	U+62F7	25335	拷
01564	A01564	U+62EF	25327	拯
01565	A01565	U+62EC	25324	括
01566	A01566	U+62FE	25342	拾
01567	A01567	U+62F4	25332	拴
01568	A01568	U+6311	25361	挑
01569	A01569	U+62F3	25331	拳
01570	A01570	U+6308	25352	挈
01571	A01571	U+62FF	25343	拿
01572	A01572	U+634E	25422	捎
01573	A01573	U+633E	25406	挾
01574	A01574	U+632F	25391	振
01575	A01575	U+6355	25429	捕
01576	A01576	U+6342	25410	捂
01577	A01577	U+6346	25414	捆
01578	A01578	U+634F	25423	捏
01579	A01579	U+6349	25417	捉
01580	A01580	U+633A	25402	挺
01581	A01581	U+6350	25424	捐
01582	A01582	U+633D	25405	挽
01583	A01583	U+632A	25386	挪
01584	A01584	U+632B	25387	挫
01585	A01585	U+6328	25384	挨
01586	A01586	U+63A0	25504	掠
01587	A01587	U+63A7	25511	控
01588	A01588	U+6372	25458	捲
01589	A01589	U+6396	25494	掖
01590	A01590	U+63A2	25506	探
01591	A01591	U+63A5	25509	接
01592	A01592	U+6377	25463	捷
01593	A01593	U+6367	25447	捧
01594	A01594	U+6398	25496	掘
01595	A01595	U+63AA	25514	措
01596	A01596	U+6371	25457	捱
01597	A01597	U+63A9	25513	掩
01598	A01598	U+6389	25481	掉
01599	A01599	U+6383	25475	掃
01600	A01600	U+639B	25499	掛
01601	A01601	U+636B	25451	捫
01602	A01602	U+63A8	25512	推
01603	A01603	U+6384	25476	掄
01604	A01604	U+6388	25480	授
01605	A01605	U+6399	25497	掙
01606	A01606	U+63A1	25505	採
01607	A01607	U+63AC	25516	掬
01608	A01608	U+6392	25490	排
01609	A01609	U+638F	25487	掏
01610	A01610	U+6380	25472	掀
01611	A01611	U+637B	25467	捻
01612	A01612	U+6369	25449	捩
01613	A01613	U+6368	25448	捨
01614	A01614	U+63A3	25507	掣
01615	A01615	U+638C	25484	掌
01616	A01616	U+63CF	25551	描
01617	A01617	U+63C0	25536	揀
01618	A01618	U+63E9	25577	揩
01619	A01619	U+63C9	25545	揉
01620	A01620	U+63C6	25542	揆
01621	A01621	U+63CD	25549	揍
01622	A01622	U+63D2	25554	插
01623	A01623	U+63E3	25571	揣
01624	A01624	U+63D0	25552	提
01625	A01625	U+63E1	25569	握
01626	A01626	U+63D6	25558	揖
01627	A01627	U+63ED	25581	揭
01628	A01628	U+63EE	25582	揮
01629	A01629	U+6376	25462	捶
01630	A01630	U+63F4	25588	援
01631	A01631	U+63EA	25578	揪
01632	A01632	U+63DB	25563	換
01633	A01633	U+6452	25682	摒
01634	A01634	U+63DA	25562	揚
01635	A01635	U+6413	25619	搓
01636	A01636	U+643E	25662	搾
01637	A01637	U+641E	25630	搞
01638	A01638	U+642A	25642	搪
01639	A01639	U+642D	25645	搭
01640	A01640	U+643D	25661	搽
01641	A01641	U+642C	25644	搬
01642	A01642	U+640F	25615	搏
01643	A01643	U+641C	25628	搜
01644	A01644	U+6414	25620	搔
01645	A01645	U+640D	25613	損
01646	A01646	U+6436	25654	搶
01647	A01647	U+6416	25622	搖
01648	A01648	U+6417	25623	搗
01649	A01649	U+6487	25735	撇
01650	A01650	U+6458	25688	摘
01651	A01651	U+6454	25684	摔
01652	A01652	U+64A4	25764	撤
01653	A01653	U+6478	25720	摸
01654	A01654	U+645F	25695	摟
01655	A01655	U+647A	25722	摺
01656	A01656	U+6451	25681	摑
01657	A01657	U+6467	25703	摧
01658	A01658	U+6469	25705	摩
01659	A01659	U+646F	25711	摯
01660	A01660	U+6479	25721	摹
01661	A01661	U+649E	25758	撞
01662	A01662	U+64B2	25778	撲
01663	A01663	U+6488	25736	撈
01664	A01664	U+6490	25744	撐
01665	A01665	U+64B0	25776	撰
01666	A01666	U+64A5	25765	撥
01667	A01667	U+6493	25747	撓
01668	A01668	U+6495	25749	撕
01669	A01669	U+64A9	25769	撩
01670	A01670	U+6492	25746	撒
01671	A01671	U+64AE	25774	撮
01672	A01672	U+64AD	25773	播
01673	A01673	U+64AB	25771	撫
01674	A01674	U+649A	25754	撚
01675	A01675	U+64AC	25772	撬
01676	A01676	U+64C5	25797	擅
01677	A01677	U+64C1	25793	擁
01678	A01678	U+64CB	25803	擋
01679	A01679	U+64BB	25787	撻
01680	A01680	U+64BC	25788	撼
01681	A01681	U+64DA	25818	據
01682	A01682	U+64C4	25796	擄
01683	A01683	U+64C7	25799	擇
01684	A01684	U+64C2	25794	擂
01685	A01685	U+64CD	25805	操
01686	A01686	U+64BF	25791	撿
01687	A01687	U+64D2	25810	擒
01688	A01688	U+64D4	25812	擔
01689	A01689	U+64CE	25806	擎
01690	A01690	U+64CA	25802	擊
01691	A01691	U+64D8	25816	擘
01692	A01692	U+64E0	25824	擠
01693	A01693	U+64F0	25840	擰
01694	A01694	U+64E6	25830	擦
01695	A01695	U+64EC	25836	擬
01696	A01696	U+64F1	25841	擱
01697	A01697	U+64F4	25844	擴
01698	A01698	U+64F2	25842	擲
01699	A01699	U+64FE	25854	擾
01700	A01700	U+6506	25862	攆
01701	A01701	U+64FA	25850	擺
01702	A01702	U+64FB	25851	擻
01703	A01703	U+6500	25856	攀
01704	A01704	U+650F	25871	攏
01705	A01705	U+6518	25880	攘
01706	A01706	U+6514	25876	攔
01707	A01707	U+6519	25881	攙
01708	A01708	U+651D	25885	攝
01709	A01709	U+651C	25884	攜
01710	A01710	U+6524	25892	攤
01711	A01711	U+6523	25891	攣
01712	A01712	U+652B	25899	攫
01713	A01713	U+652A	25898	攪
01714	A01714	U+652C	25900	攬
01715	A01715	U+652F	25903	支
01716	A01716	U+6536	25910	收
01717	A01717	U+6539	25913	改
01718	A01718	U+653B	25915	攻
01719	A01719	U+653E	25918	放
01720	A01720	U+653F	25919	政
01721	A01721	U+6545	25925	故
01722	A01722	U+6548	25928	效
01723	A01723	U+655D	25949	敝
01724	A01724	U+6556	25942	敖
01725	A01725	U+6551	25937	救
01726	A01726	U+6559	25945	教
01727	A01727	U+6557	25943	敗
01728	A01728	U+555F	21855	啟
01729	A01729	U+654F	25935	敏
01730	A01730	U+6558	25944	敘
01731	A01731	U+655E	25950	敞
01732	A01732	U+6566	25958	敦
01733	A01733	U+6562	25954	敢
01734	A01734	U+6563	25955	散
01735	A01735	U+656C	25964	敬
01736	A01736	U+6572	25970	敲
01737	A01737	U+6575	25973	敵
01738	A01738	U+6577	25975	敷
01739	A01739	U+6578	25976	數
01740	A01740	U+6574	25972	整
01741	A01741	U+6582	25986	斂
01742	A01742	U+6583	25987	斃
01743	A01743	U+6587	25991	文
01744	A01744	U+6591	26001	斑
01745	A01745	U+6590	26000	斐
01746	A01746	U+6597	26007	斗
01747	A01747	U+6599	26009	料
01748	A01748	U+659C	26012	斜
01749	A01749	U+659F	26015	斟
01750	A01750	U+65A1	26017	斡
01751	A01751	U+65A4	26020	斤
01752	A01752	U+65A5	26021	斥
01753	A01753	U+65A7	26023	斧
01754	A01754	U+65AB	26027	斫
01755	A01755	U+65AC	26028	斬
01756	A01756	U+65AF	26031	斯
01757	A01757	U+65B0	26032	新
01758	A01758	U+65B7	26039	斷
01759	A01759	U+65B9	26041	方
01760	A01760	U+65BC	26044	於
01761	A01761	U+65BD	26045	施
01762	A01762	U+65C1	26049	旁
01763	A01763	U+65C5	26053	旅
01764	A01764	U+65CF	26063	族
01765	A01765	U+65CB	26059	旋
01766	A01766	U+65CC	26060	旌
01767	A01767	U+65CE	26062	旎
01768	A01768	U+65D7	26071	旗
01769	A01769	U+65D6	26070	旖
01770	A01770	U+65E2	26082	既
01771	A01771	U+65E5	26085	日
01772	A01772	U+65E6	26086	旦
01773	A01773	U+65E9	26089	早
01774	A01774	U+65E8	26088	旨
01775	A01775	U+65EC	26092	旬
01776	A01776	U+65ED	26093	旭
01777	A01777	U+65F1	26097	旱
01778	A01778	U+65FA	26106	旺
01779	A01779	U+6614	26132	昔
01780	A01780	U+6613	26131	易
01781	A01781	U+660C	26124	昌
01782	A01782	U+6606	26118	昆
01783	A01783	U+6602	26114	昂
01784	A01784	U+660E	26126	明
01785	A01785	U+6600	26112	昀
01786	A01786	U+660F	26127	昏
01787	A01787	U+6625	26149	春
01788	A01788	U+662D	26157	昭
01789	A01789	U+6620	26144	映
01790	A01790	U+6627	26151	昧
01791	A01791	U+662F	26159	是
01792	A01792	U+661F	26143	星
01793	A01793	U+6628	26152	昨
01794	A01794	U+6642	26178	時
01795	A01795	U+6649	26185	晉
01796	A01796	U+664F	26191	晏
01797	A01797	U+6643	26179	晃
01798	A01798	U+6652	26194	晒
01799	A01799	U+664C	26188	晌
01800	A01800	U+665D	26205	晝
01801	A01801	U+665A	26202	晚
01802	A01802	U+6664	26212	晤
01803	A01803	U+6668	26216	晨
01804	A01804	U+6666	26214	晦
01805	A01805	U+666E	26222	普
01806	A01806	U+6670	26224	晰
01807	A01807	U+6674	26228	晴
01808	A01808	U+6676	26230	晶
01809	A01809	U+666F	26223	景
01810	A01810	U+6691	26257	暑
01811	A01811	U+667A	26234	智
01812	A01812	U+6697	26263	暗
01813	A01813	U+6689	26249	暉
01814	A01814	U+6687	26247	暇
01815	A01815	U+6688	26248	暈
01816	A01816	U+6696	26262	暖
01817	A01817	U+66A2	26274	暢
01818	A01818	U+66A8	26280	暨
01819	A01819	U+66AE	26286	暮
01820	A01820	U+66AB	26283	暫
01821	A01821	U+66B4	26292	暴
01822	A01822	U+66C6	26310	曆
01823	A01823	U+66C9	26313	曉
01824	A01824	U+66B9	26297	暹
01825	A01825	U+66D9	26329	曙
01826	A01826	U+66D6	26326	曖
01827	A01827	U+66E0	26336	曠
01828	A01828	U+66DD	26333	曝
01829	A01829	U+66E6	26342	曦
01830	A01830	U+66F0	26352	曰
01831	A01831	U+66F2	26354	曲
01832	A01832	U+66F3	26355	曳
01833	A01833	U+66F4	26356	更
01834	A01834	U+66F7	26359	曷
01835	A01835	U+66F8	26360	書
01836	A01836	U+66F9	26361	曹
01837	A01837	U+52D7	21207	勗
01838	A01838	U+66FE	26366	曾
01839	A01839	U+66FF	26367	替
01840	A01840	U+6703	26371	會
01841	A01841	U+6708	26376	月
01842	A01842	U+6709	26377	有
01843	A01843	U+670D	26381	服
01844	A01844	U+670B	26379	朋
01845	A01845	U+6714	26388	朔
01846	A01846	U+6715	26389	朕
01847	A01847	U+6717	26391	朗
01848	A01848	U+671B	26395	望
01849	A01849	U+671F	26399	期
01850	A01850	U+671D	26397	朝
01851	A01851	U+6726	26406	朦
01852	A01852	U+6727	26407	朧
01853	A01853	U+6728	26408	木
01854	A01854	U+672E	26414	朮
01855	A01855	U+672C	26412	本
01856	A01856	U+672A	26410	未
01857	A01857	U+672B	26411	末
01858	A01858	U+672D	26413	札
01859	A01859	U+673D	26429	朽
01860	A01860	U+6734	26420	朴
01861	A01861	U+6731	26417	朱
01862	A01862	U+6735	26421	朵
01863	A01863	U+675F	26463	束
01864	A01864	U+674E	26446	李
01865	A01865	U+674F	26447	杏
01866	A01866	U+6750	26448	材
01867	A01867	U+6751	26449	村
01868	A01868	U+675C	26460	杜
01869	A01869	U+6756	26454	杖
01870	A01870	U+675E	26462	杞
01871	A01871	U+6749	26441	杉
01872	A01872	U+676D	26477	杭
01873	A01873	U+678B	26507	枋
01874	A01874	U+6795	26517	枕
01875	A01875	U+6771	26481	東
01876	A01876	U+679C	26524	果
01877	A01877	U+6773	26483	杳
01878	A01878	U+6777	26487	杷
01879	A01879	U+6787	26503	枇
01880	A01880	U+679D	26525	枝
01881	A01881	U+6797	26519	林
01882	A01882	U+676F	26479	杯
01883	A01883	U+6770	26480	杰
01884	A01884	U+677F	26495	板
01885	A01885	U+6789	26505	枉
01886	A01886	U+677E	26494	松
01887	A01887	U+6790	26512	析
01888	A01888	U+6775	26485	杵
01889	A01889	U+679A	26522	枚
01890	A01890	U+67FF	26623	柿
01891	A01891	U+67D3	26579	染
01892	A01892	U+67F1	26609	柱
01893	A01893	U+67D4	26580	柔
01894	A01894	U+67D0	26576	某
01895	A01895	U+67EC	26604	柬
01896	A01896	U+67B6	26550	架
01897	A01897	U+67AF	26543	枯
01898	A01898	U+67F5	26613	柵
01899	A01899	U+67E9	26601	柩
01900	A01900	U+67EF	26607	柯
01901	A01901	U+67C4	26564	柄
01902	A01902	U+67D1	26577	柑
01903	A01903	U+67B4	26548	枴
01904	A01904	U+67DA	26586	柚
01905	A01905	U+67E5	26597	查
01906	A01906	U+67B8	26552	枸
01907	A01907	U+67CF	26575	柏
01908	A01908	U+67DE	26590	柞
01909	A01909	U+67F3	26611	柳
01910	A01910	U+6821	26657	校
01911	A01911	U+6838	26680	核
01912	A01912	U+6848	26696	案
01913	A01913	U+6846	26694	框
01914	A01914	U+6853	26707	桓
01915	A01915	U+6839	26681	根
01916	A01916	U+6842	26690	桂
01917	A01917	U+6854	26708	桔
01918	A01918	U+6829	26665	栩
01919	A01919	U+68B3	26803	梳
01920	A01920	U+6817	26647	栗
01921	A01921	U+684C	26700	桌
01922	A01922	U+6851	26705	桑
01923	A01923	U+683D	26685	栽
01924	A01924	U+67F4	26612	柴
01925	A01925	U+6850	26704	桐
01926	A01926	U+6840	26688	桀
01927	A01927	U+683C	26684	格
01928	A01928	U+6843	26691	桃
01929	A01929	U+682A	26666	株
01930	A01930	U+6845	26693	桅
01931	A01931	U+6813	26643	栓
01932	A01932	U+6881	26753	梁
01933	A01933	U+68AF	26799	梯
01934	A01934	U+68A2	26786	梢
01935	A01935	U+6893	26771	梓
01936	A01936	U+68B5	26805	梵
01937	A01937	U+687F	26751	桿
01938	A01938	U+6876	26742	桶
01939	A01939	U+68B1	26801	梱
01940	A01940	U+68A7	26791	梧
01941	A01941	U+6897	26775	梗
01942	A01942	U+68B0	26800	械
01943	A01943	U+6883	26755	梃
01944	A01944	U+68C4	26820	棄
01945	A01945	U+68AD	26797	梭
01946	A01946	U+6886	26758	梆
01947	A01947	U+6885	26757	梅
01948	A01948	U+6894	26772	梔
01949	A01949	U+689D	26781	條
01950	A01950	U+68A8	26792	梨
01951	A01951	U+689F	26783	梟
01952	A01952	U+68FA	26874	棺
01953	A01953	U+68D5	26837	棕
01954	A01954	U+68E0	26848	棠
01955	A01955	U+68D8	26840	棘
01956	A01956	U+68D7	26839	棗
01957	A01957	U+6905	26885	椅
01958	A01958	U+68DF	26847	棟
01959	A01959	U+68F5	26869	棵
01960	A01960	U+68EE	26862	森
01961	A01961	U+68E7	26855	棧
01962	A01962	U+68F9	26873	棹
01963	A01963	U+68D2	26834	棒
01964	A01964	U+68F2	26866	棲
01965	A01965	U+68E3	26851	棣
01966	A01966	U+68CB	26827	棋
01967	A01967	U+68CD	26829	棍
01968	A01968	U+690D	26893	植
01969	A01969	U+6912	26898	椒
01970	A01970	U+690E	26894	椎
01971	A01971	U+68C9	26825	棉
01972	A01972	U+68DA	26842	棚
01973	A01973	U+6994	27028	榔
01974	A01974	U+696D	26989	業
01975	A01975	U+695A	26970	楚
01976	A01976	U+6977	26999	楷
01977	A01977	U+6960	26976	楠
01978	A01978	U+6954	26964	楔
01979	A01979	U+6975	26997	極
01980	A01980	U+6930	26928	椰
01981	A01981	U+6982	27010	概
01982	A01982	U+694A	26954	楊
01983	A01983	U+6968	26984	楨
01984	A01984	U+696B	26987	楫
01985	A01985	U+695E	26974	楞
01986	A01986	U+6953	26963	楓
01987	A01987	U+6979	27001	楹
01988	A01988	U+6986	27014	榆
01989	A01989	U+699C	27036	榜
01990	A01990	U+69A8	27048	榨
01991	A01991	U+6995	27029	榕
01992	A01992	U+69C1	27073	槁
01993	A01993	U+69AE	27054	榮
01994	A01994	U+69D3	27091	槓
01995	A01995	U+69CB	27083	構
01996	A01996	U+699B	27035	榛
01997	A01997	U+69B7	27063	榷
01998	A01998	U+69BB	27067	榻
01999	A01999	U+69AB	27051	榫
02000	A02000	U+69B4	27060	榴
02001	A02001	U+69D0	27088	槐
02002	A02002	U+69CD	27085	槍
02003	A02003	U+69AD	27053	榭
02004	A02004	U+69CC	27084	槌
02005	A02005	U+6A23	27171	樣
02006	A02006	U+6A1F	27167	樟
02007	A02007	U+69E8	27112	槨
02008	A02008	U+6A01	27137	樁
02009	A02009	U+6A1E	27166	樞
02010	A02010	U+6A19	27161	標
02011	A02011	U+69FD	27133	槽
02012	A02012	U+6A21	27169	模
02013	A02013	U+6A13	27155	樓
02014	A02014	U+6A0A	27146	樊
02015	A02015	U+69F3	27123	槳
02016	A02016	U+6A02	27138	樂
02017	A02017	U+6A05	27141	樅
02018	A02018	U+6A3D	27197	樽
02019	A02019	U+6A38	27192	樸
02020	A02020	U+6A3A	27194	樺
02021	A02021	U+6A59	27225	橙
02022	A02022	U+6A6B	27243	橫
02023	A02023	U+6A58	27224	橘
02024	A02024	U+6A39	27193	樹
02025	A02025	U+6A44	27204	橄
02026	A02026	U+6A62	27234	橢
02027	A02027	U+6A61	27233	橡
02028	A02028	U+6A4B	27211	橋
02029	A02029	U+6A47	27207	橇
02030	A02030	U+6A35	27189	樵
02031	A02031	U+6A5F	27231	機
02032	A02032	U+6A80	27264	檀
02033	A02033	U+6A94	27284	檔
02034	A02034	U+6A84	27268	檄
02035	A02035	U+6AA2	27298	檢
02036	A02036	U+6A9C	27292	檜
02037	A02037	U+6ADB	27355	櫛
02038	A02038	U+6AB3	27315	檳
02039	A02039	U+6AAC	27308	檬
02040	A02040	U+6AC3	27331	櫃
02041	A02041	U+6ABB	27323	檻
02042	A02042	U+6AB8	27320	檸
02043	A02043	U+6AC2	27330	櫂
02044	A02044	U+6AE5	27365	櫥
02045	A02045	U+6ADD	27357	櫝
02046	A02046	U+6ADA	27354	櫚
02047	A02047	U+6AD3	27347	櫓
02048	A02048	U+6AFB	27387	櫻
02049	A02049	U+6B04	27396	欄
02050	A02050	U+6B0A	27402	權
02051	A02051	U+6B16	27414	欖
02052	A02052	U+6B20	27424	欠
02053	A02053	U+6B21	27425	次
02054	A02054	U+6B23	27427	欣
02055	A02055	U+6B32	27442	欲
02056	A02056	U+6B3E	27454	款
02057	A02057	U+6B3A	27450	欺
02058	A02058	U+6B3D	27453	欽
02059	A02059	U+6B47	27463	歇
02060	A02060	U+6B49	27465	歉
02061	A02061	U+6B4C	27468	歌
02062	A02062	U+6B50	27472	歐
02063	A02063	U+6B59	27481	歙
02064	A02064	U+6B5F	27487	歟
02065	A02065	U+6B61	27489	歡
02066	A02066	U+6B62	27490	止
02067	A02067	U+6B63	27491	正
02068	A02068	U+6B64	27492	此
02069	A02069	U+6B65	27493	步
02070	A02070	U+6B66	27494	武
02071	A02071	U+6B67	27495	歧
02072	A02072	U+6B6A	27498	歪
02073	A02073	U+6B72	27506	歲
02074	A02074	U+6B77	27511	歷
02075	A02075	U+6B78	27512	歸
02076	A02076	U+6B79	27513	歹
02077	A02077	U+6B7B	27515	死
02078	A02078	U+6B7F	27519	歿
02079	A02079	U+6B83	27523	殃
02080	A02080	U+6B86	27526	殆
02081	A02081	U+6B8A	27530	殊
02082	A02082	U+6B89	27529	殉
02083	A02083	U+6B98	27544	殘
02084	A02084	U+6B96	27542	殖
02085	A02085	U+6BA4	27556	殤
02086	A02086	U+6BAE	27566	殮
02087	A02087	U+6BAF	27567	殯
02088	A02088	U+6BB2	27570	殲
02089	A02089	U+6BB5	27573	段
02090	A02090	U+6BB7	27575	殷
02091	A02091	U+6BBA	27578	殺
02092	A02092	U+6BBC	27580	殼
02093	A02093	U+6BC0	27584	毀
02094	A02094	U+6BBF	27583	殿
02095	A02095	U+6BC5	27589	毅
02096	A02096	U+6BC6	27590	毆
02097	A02097	U+6BCB	27595	毋
02098	A02098	U+6BCD	27597	母
02099	A02099	U+6BCF	27599	每
02100	A02100	U+6BD2	27602	毒
02101	A02101	U+6BD3	27603	毓
02102	A02102	U+6BD4	27604	比
02103	A02103	U+6BD7	27607	毗
02104	A02104	U+6BDB	27611	毛
02105	A02105	U+6BEB	27627	毫
02106	A02106	U+6BEF	27631	毯
02107	A02107	U+6BFD	27645	毽
02108	A02108	U+6C0F	27663	氏
02109	A02109	U+6C11	27665	民
02110	A02110	U+6C10	27664	氐
02111	A02111	U+6C13	27667	氓
02112	A02112	U+6C16	27670	氖
02113	A02113	U+6C1B	27675	氛
02114	A02114	U+6C1F	27679	氟
02115	A02115	U+6C23	27683	氣
02116	A02116	U+6C27	27687	氧
02117	A02117	U+6C28	27688	氨
02118	A02118	U+6C26	27686	氦
02119	A02119	U+6C24	27684	氤
02120	A02120	U+6C2B	27691	氫
02121	A02121	U+6C2E	27694	氮
02122	A02122	U+6C2F	27695	氯
02123	A02123	U+6C33	27699	氳
02124	A02124	U+6C34	27700	水
02125	A02125	U+6C38	27704	永
02126	A02126	U+6C41	27713	汁
02127	A02127	U+6C40	27712	汀
02128	A02128	U+6C3E	27710	氾
02129	A02129	U+6C42	27714	求
02130	A02130	U+6C5D	27741	汝
02131	A02131	U+6C57	27735	汗
02132	A02132	U+6C59	27737	汙
02133	A02133	U+6C5F	27743	江
02134	A02134	U+6C60	27744	池
02135	A02135	U+6C50	27728	汐
02136	A02136	U+6C55	27733	汕
02137	A02137	U+6C5E	27742	汞
02138	A02138	U+6C99	27801	沙
02139	A02139	U+6C81	27777	沁
02140	A02140	U+6C88	27784	沈
02141	A02141	U+6C89	27785	沉
02142	A02142	U+6C85	27781	沅
02143	A02143	U+6C9B	27803	沛
02144	A02144	U+6C6A	27754	汪
02145	A02145	U+6C7A	27770	決
02146	A02146	U+6C90	27792	沐
02147	A02147	U+6C70	27760	汰
02148	A02148	U+6C8C	27788	沌
02149	A02149	U+6C69	27753	汨
02150	A02150	U+6C96	27798	沖
02151	A02151	U+6C92	27794	沒
02152	A02152	U+6C7D	27773	汽
02153	A02153	U+6C83	27779	沃
02154	A02154	U+6C72	27762	汲
02155	A02155	U+6C7E	27774	汾
02156	A02156	U+6CE3	27875	泣
02157	A02157	U+6CE8	27880	注
02158	A02158	U+6CF3	27891	泳
02159	A02159	U+6CB1	27825	沱
02160	A02160	U+6CCC	27852	泌
02161	A02161	U+6CE5	27877	泥
02162	A02162	U+6CB3	27827	河
02163	A02163	U+6CBD	27837	沽
02164	A02164	U+6CBE	27838	沾
02165	A02165	U+6CBC	27836	沼
02166	A02166	U+6CE2	27874	波
02167	A02167	U+6CAB	27819	沫
02168	A02168	U+6CD5	27861	法
02169	A02169	U+6CD3	27859	泓
02170	A02170	U+6CB8	27832	沸
02171	A02171	U+6CC4	27844	泄
02172	A02172	U+6CB9	27833	油
02173	A02173	U+6CC1	27841	況
02174	A02174	U+6CAE	27822	沮
02175	A02175	U+6CD7	27863	泗
02176	A02176	U+6CC5	27845	泅
02177	A02177	U+6CF1	27889	泱
02178	A02178	U+6CBF	27839	沿
02179	A02179	U+6CBB	27835	治
02180	A02180	U+6CE1	27873	泡
02181	A02181	U+6CDB	27867	泛
02182	A02182	U+6CCA	27850	泊
02183	A02183	U+6CC9	27849	泉
02184	A02184	U+6CF0	27888	泰
02185	A02185	U+6D0B	27915	洋
02186	A02186	U+6D32	27954	洲
02187	A02187	U+6D2A	27946	洪
02188	A02188	U+6D41	27969	流
02189	A02189	U+6D25	27941	津
02190	A02190	U+6D0C	27916	洌
02191	A02191	U+6D31	27953	洱
02192	A02192	U+6D1E	27934	洞
02193	A02193	U+6D17	27927	洗
02194	A02194	U+6D3B	27963	活
02195	A02195	U+6D3D	27965	洽
02196	A02196	U+6D3E	27966	派
02197	A02197	U+6D36	27958	洶
02198	A02198	U+6D1B	27931	洛
02199	A02199	U+6D6A	28010	浪
02200	A02200	U+6D95	28053	涕
02201	A02201	U+6D88	28040	消
02202	A02202	U+6D87	28039	涇
02203	A02203	U+6D66	28006	浦
02204	A02204	U+6D78	28024	浸
02205	A02205	U+6D77	28023	海
02206	A02206	U+6D59	27993	浙
02207	A02207	U+6D93	28051	涓
02208	A02208	U+6D6C	28012	浬
02209	A02209	U+6D89	28041	涉
02210	A02210	U+6D6E	28014	浮
02211	A02211	U+6D5A	27994	浚
02212	A02212	U+6D74	28020	浴
02213	A02213	U+6D69	28009	浩
02214	A02214	U+6D8E	28046	涎
02215	A02215	U+6DBC	28092	涼
02216	A02216	U+6DF3	28147	淳
02217	A02217	U+6DD9	28121	淙
02218	A02218	U+6DB2	28082	液
02219	A02219	U+6DE1	28129	淡
02220	A02220	U+6DCC	28108	淌
02221	A02221	U+6DE4	28132	淤
02222	A02222	U+6DFB	28155	添
02223	A02223	U+6DFA	28154	淺
02224	A02224	U+6E05	28165	清
02225	A02225	U+6DC7	28103	淇
02226	A02226	U+6DCB	28107	淋
02227	A02227	U+6DAF	28079	涯
02228	A02228	U+6DD1	28113	淑
02229	A02229	U+6DAE	28078	涮
02230	A02230	U+6DDE	28126	淞
02231	A02231	U+6DF9	28153	淹
02232	A02232	U+6DB8	28088	涸
02233	A02233	U+6DF7	28151	混
02234	A02234	U+6DF5	28149	淵
02235	A02235	U+6DC5	28101	淅
02236	A02236	U+6DD2	28114	淒
02237	A02237	U+6E1A	28186	渚
02238	A02238	U+6DB5	28085	涵
02239	A02239	U+6DDA	28122	淚
02240	A02240	U+6DEB	28139	淫
02241	A02241	U+6DD8	28120	淘
02242	A02242	U+6DEA	28138	淪
02243	A02243	U+6DF1	28145	深
02244	A02244	U+6DEE	28142	淮
02245	A02245	U+6DE8	28136	淨
