seq	moe_id	unicode_hex	unicode_int	char
00755	A00755	U+574F	22351	坏
00756	A00756	U+5783	22403	垃
00757	A00757	U+5777	22391	坷
00758	A00758	U+576A	22378	坪
00759	A00759	U+5769	22377	坩
00760	A00760	U+5761	22369	坡
00761	A00761	U+5766	22374	坦
00762	A00762	U+5764	22372	坤
00763	A00763	U+577C	22396	坼
00764	A00764	U+5782	22402	垂
00765	A00765	U+578B	22411	型
00766	A00766	U+57A0	22432	垠
00767	A00767	U+57A3	22435	垣
00768	A00768	U+57A2	22434	垢
00769	A00769	U+57CE	22478	城
00770	A00770	U+57AE	22446	垮
00771	A00771	U+57C2	22466	埂
00772	A00772	U+57D4	22484	埔
00773	A00773	U+57CB	22475	埋
00774	A00774	U+57C3	22467	埃
00775	A00775	U+57DF	22495	域
00776	A00776	U+5805	22533	堅
00777	A00777	U+580A	22538	堊
00778	A00778	U+5806	22534	堆
00779	A00779	U+57E0	22496	埠
00780	A00780	U+57E4	22500	埤
00781	A00781	U+57FA	22522	基
00782	A00782	U+5802	22530	堂
00783	A00783	U+5835	22581	堵
00784	A00784	U+57F7	22519	執
00785	A00785	U+57F9	22521	培
00786	A00786	U+582F	22575	堯
00787	A00787	U+582A	22570	堪
00788	A00788	U+5834	22580	場
00789	A00789	U+5824	22564	堤
00790	A00790	U+5830	22576	堰
00791	A00791	U+5831	22577	報
00792	A00792	U+5821	22561	堡
00793	A00793	U+585E	22622	塞
00794	A00794	U+5851	22609	塑
00795	A00795	U+5858	22616	塘
00796	A00796	U+5857	22615	塗
00797	A00797	U+585A	22618	塚
00798	A00798	U+5854	22612	塔
00799	A00799	U+586B	22635	填
00800	A00800	U+584C	22604	塌
00801	A00801	U+586D	22637	塭
00802	A00802	U+584A	22602	塊
00803	A00803	U+5862	22626	塢
00804	A00804	U+5875	22645	塵
00805	A00805	U+587E	22654	塾
00806	A00806	U+5883	22659	境
00807	A00807	U+5893	22675	墓
00808	A00808	U+588A	22666	墊
00809	A00809	U+5879	22649	塹
00810	A00810	U+5885	22661	墅
00811	A00811	U+5880	22656	墀
00812	A00812	U+589F	22687	墟
00813	A00813	U+589E	22686	增
00814	A00814	U+58B3	22707	墳
00815	A00815	U+589C	22684	墜
00816	A00816	U+58AE	22702	墮
00817	A00817	U+58C1	22721	壁
00818	A00818	U+58BE	22718	墾
00819	A00819	U+58C7	22727	壇
00820	A00820	U+58C5	22725	壅
00821	A00821	U+58D5	22741	壕
00822	A00822	U+58D3	22739	壓
00823	A00823	U+58D1	22737	壑
00824	A00824	U+58D9	22745	壙
00825	A00825	U+58D8	22744	壘
00826	A00826	U+58DE	22750	壞
00827	A00827	U+58DF	22751	壟
00828	A00828	U+58E2	22754	壢
00829	A00829	U+58E4	22756	壤
00830	A00830	U+58E9	22761	壩
00831	A00831	U+58EB	22763	士
00832	A00832	U+58EC	22764	壬
00833	A00833	U+58EF	22767	壯
00834	A00834	U+58F9	22777	壹
00835	A00835	U+58FA	22778	壺
00836	A00836	U+58FD	22781	壽
00837	A00837	U+590F	22799	夏
00838	A00838	U+5914	22804	夔
00839	A00839	U+5915	22805	夕
00840	A00840	U+5916	22806	外
00841	A00841	U+5919	22809	夙
00842	A00842	U+591A	22810	多
00843	A00843	U+591C	22812	夜
00844	A00844	U+5920	22816	夠
00845	A00845	U+5925	22821	夥
00846	A00846	U+5922	22818	夢
00847	A00847	U+5924	22820	夤
00848	A00848	U+5927	22823	大
00849	A00849	U+5929	22825	天
00850	A00850	U+592B	22827	夫
00851	A00851	U+592A	22826	太
00852	A00852	U+592D	22829	夭
00853	A00853	U+592E	22830	央
00854	A00854	U+5931	22833	失
00855	A00855	U+5937	22839	夷
00856	A00856	U+5938	22840	夸
00857	A00857	U+593E	22846	夾
00858	A00858	U+5949	22857	奉
00859	A00859	U+5947	22855	奇
00860	A00860	U+5948	22856	奈
00861	A00861	U+5944	22852	奄
00862	A00862	U+5954	22868	奔
00863	A00863	U+5955	22869	奕
00864	A00864	U+5951	22865	契
00865	A00865	U+594F	22863	奏
00866	A00866	U+594E	22862	奎
00867	A00867	U+5950	22864	奐
00868	A00868	U+5957	22871	套
00869	A00869	U+5958	22872	奘
00870	A00870	U+595A	22874	奚
00871	A00871	U+5962	22882	奢
00872	A00872	U+5960	22880	奠
00873	A00873	U+5967	22887	奧
00874	A00874	U+596A	22890	奪
00875	A00875	U+5969	22889	奩
00876	A00876	U+596E	22894	奮
00877	A00877	U+5973	22899	女
00878	A00878	U+5974	22900	奴
00879	A00879	U+5976	22902	奶
00880	A00880	U+5984	22916	妄
00881	A00881	U+5978	22904	奸
00882	A00882	U+5983	22915	妃
00883	A00883	U+597D	22909	好
00884	A00884	U+5979	22905	她
00885	A00885	U+5982	22914	如
00886	A00886	U+5981	22913	妁
00887	A00887	U+599D	22941	妝
00888	A00888	U+5992	22930	妒
00889	A00889	U+59A8	22952	妨
00890	A00890	U+599E	22942	妞
00891	A00891	U+59A3	22947	妣
00892	A00892	U+5999	22937	妙
00893	A00893	U+5996	22934	妖
00894	A00894	U+598D	22925	妍
00895	A00895	U+59A4	22948	妤
00896	A00896	U+5993	22931	妓
00897	A00897	U+598A	22922	妊
00898	A00898	U+59A5	22949	妥
00899	A00899	U+59BE	22974	妾
00900	A00900	U+59BB	22971	妻
00901	A00901	U+59D4	22996	委
00902	A00902	U+59B9	22969	妹
00903	A00903	U+59AE	22958	妮
00904	A00904	U+59D1	22993	姑
00905	A00905	U+59C6	22982	姆
00906	A00906	U+59D0	22992	姐
00907	A00907	U+59CD	22989	姍
00908	A00908	U+59CB	22987	始
00909	A00909	U+59D3	22995	姓
00910	A00910	U+59CA	22986	姊
00911	A00911	U+59AF	22959	妯
00912	A00912	U+59B3	22963	妳
00913	A00913	U+59D2	22994	姒
00914	A00914	U+59DC	23004	姜
00915	A00915	U+59D8	23000	姘
00916	A00916	U+59FF	23039	姿
00917	A00917	U+59E3	23011	姣
00918	A00918	U+59E8	23016	姨
00919	A00919	U+5A03	23043	娃
00920	A00920	U+59E5	23013	姥
00921	A00921	U+59EA	23018	姪
00922	A00922	U+59DA	23002	姚
00923	A00923	U+59E6	23014	姦
00924	A00924	U+5A01	23041	威
00925	A00925	U+59FB	23035	姻
00926	A00926	U+5A11	23057	娑
00927	A00927	U+5A18	23064	娘
00928	A00928	U+5A1C	23068	娜
00929	A00929	U+5A1F	23071	娟
00930	A00930	U+5A1B	23067	娛
00931	A00931	U+5A13	23059	娓
00932	A00932	U+59EC	23020	姬
00933	A00933	U+5A20	23072	娠
00934	A00934	U+5A23	23075	娣
00935	A00935	U+5A29	23081	娩
00936	A00936	U+5A25	23077	娥
00937	A00937	U+5A0C	23052	娌
00938	A00938	U+5A36	23094	娶
00939	A00939	U+5A41	23105	婁
00940	A00940	U+5A49	23113	婉
00941	A00941	U+5A66	23142	婦
00942	A00942	U+5A6A	23146	婪
00943	A00943	U+5A40	23104	婀
00944	A00944	U+5A3C	23100	娼
00945	A00945	U+5A62	23138	婢
00946	A00946	U+5A5A	23130	婚
00947	A00947	U+5A46	23110	婆
00948	A00948	U+5A4A	23114	婊
00949	A00949	U+5A77	23159	婷
00950	A00950	U+5A9A	23194	媚
00951	A00951	U+5A7F	23167	婿
00952	A00952	U+5A92	23186	媒
00953	A00953	U+5A9B	23195	媛
00954	A00954	U+5AC1	23233	嫁
00955	A00955	U+5AC9	23241	嫉
00956	A00956	U+5ACC	23244	嫌
00957	A00957	U+5ABE	23230	媾
00958	A00958	U+5ABD	23229	媽
00959	A00959	U+5ABC	23228	媼
00960	A00960	U+5AB3	23219	媳
00961	A00961	U+5AC2	23234	嫂
00962	A00962	U+5AB2	23218	媲
00963	A00963	U+5AE1	23265	嫡
00964	A00964	U+5AE6	23270	嫦
00965	A00965	U+5AE9	23273	嫩
00966	A00966	U+5AD7	23255	嫗
00967	A00967	U+5AD6	23254	嫖
00968	A00968	U+5AD8	23256	嫘
00969	A00969	U+5AE3	23267	嫣
00970	A00970	U+5B09	23305	嬉
00971	A00971	U+5AFB	23291	嫻
00972	A00972	U+5B0B	23307	嬋
00973	A00973	U+5AF5	23285	嫵
00974	A00974	U+5B0C	23308	嬌
00975	A00975	U+5B1D	23325	嬝
00976	A00976	U+5B34	23348	嬴
00977	A00977	U+5B30	23344	嬰
00978	A00978	U+5B2A	23338	嬪
00979	A00979	U+5B24	23332	嬤
00980	A00980	U+5B38	23352	嬸
00981	A00981	U+5B40	23360	孀
00982	A00982	U+5B50	23376	子
00983	A00983	U+5B51	23377	孑
00984	A00984	U+5B53	23379	孓
00985	A00985	U+5B54	23380	孔
00986	A00986	U+5B55	23381	孕
00987	A00987	U+5B57	23383	字
00988	A00988	U+5B58	23384	存
00989	A00989	U+5B5D	23389	孝
00990	A00990	U+5B5C	23388	孜
00991	A00991	U+5B5A	23386	孚
00992	A00992	U+5B5F	23391	孟
00993	A00993	U+5B64	23396	孤
00994	A00994	U+5B63	23395	季
00995	A00995	U+5B69	23401	孩
00996	A00996	U+5B6B	23403	孫
00997	A00997	U+5B70	23408	孰
00998	A00998	U+5B73	23411	孳
00999	A00999	U+5B71	23409	孱
01000	A01000	U+5B75	23413	孵
01001	A01001	U+5B78	23416	學
01002	A01002	U+5B7A	23418	孺
01003	A01003	U+5B7D	23421	孽
01004	A01004	U+5B7F	23423	孿
01005	A01005	U+5B83	23427	它
01006	A01006	U+5B87	23431	宇
01007	A01007	U+5B88	23432	守
01008	A01008	U+5B85	23429	宅
01009	A01009	U+5B89	23433	安
01010	A01010	U+5B8C	23436	完
01011	A01011	U+5B8B	23435	宋
01012	A01012	U+5B8F	23439	宏
01013	A01013	U+5B97	23447	宗
01014	A01014	U+5B9A	23450	定
01015	A01015	U+5B98	23448	官
01016	A01016	U+5B9C	23452	宜
01017	A01017	U+5B99	23449	宙
01018	A01018	U+5B9B	23451	宛
01019	A01019	U+5BA3	23459	宣
01020	A01020	U+5BA6	23462	宦
01021	A01021	U+5BA4	23460	室
01022	A01022	U+5BA2	23458	客
01023	A01023	U+5BA5	23461	宥
01024	A01024	U+5BB0	23472	宰
01025	A01025	U+5BB3	23475	害
01026	A01026	U+5BB6	23478	家
01027	A01027	U+5BB4	23476	宴
01028	A01028	U+5BAE	23470	宮
01029	A01029	U+5BB5	23477	宵
01030	A01030	U+5BB9	23481	容
01031	A01031	U+5BB8	23480	宸
01032	A01032	U+5BC7	23495	寇
01033	A01033	U+5BC5	23493	寅
01034	A01034	U+5BC4	23492	寄
01035	A01035	U+5BC2	23490	寂
01036	A01036	U+5BBF	23487	宿
01037	A01037	U+5BC6	23494	密
01038	A01038	U+5BD2	23506	寒
01039	A01039	U+5BCC	23500	富
01040	A01040	U+5BD3	23507	寓
01041	A01041	U+5BD0	23504	寐
01042	A01042	U+5BDE	23518	寞
01043	A01043	U+5BE7	23527	寧
01044	A01044	U+5BE1	23521	寡
01045	A01045	U+5BE5	23525	寥
01046	A01046	U+5BE6	23526	實
01047	A01047	U+5BE8	23528	寨
01048	A01048	U+5BE2	23522	寢
01049	A01049	U+5BE4	23524	寤
01050	A01050	U+5BDF	23519	察
01051	A01051	U+5BEE	23534	寮
01052	A01052	U+5BEC	23532	寬
01053	A01053	U+5BE9	23529	審
01054	A01054	U+5BEB	23531	寫
01055	A01055	U+5BF5	23541	寵
01056	A01056	U+5BF6	23542	寶
01057	A01057	U+5BF8	23544	寸
01058	A01058	U+5BFA	23546	寺
01059	A01059	U+5C01	23553	封
01060	A01060	U+5C04	23556	射
01061	A01061	U+5C09	23561	尉
01062	A01062	U+5C08	23560	專
01063	A01063	U+5C07	23559	將
01064	A01064	U+5C0A	23562	尊
01065	A01065	U+5C0B	23563	尋
01066	A01066	U+5C0D	23565	對
01067	A01067	U+5C0E	23566	導
01068	A01068	U+5C0F	23567	小
01069	A01069	U+5C11	23569	少
01070	A01070	U+5C16	23574	尖
01071	A01071	U+5C1A	23578	尚
01072	A01072	U+5C24	23588	尤
01073	A01073	U+5C2C	23596	尬
01074	A01074	U+5C31	23601	就
01075	A01075	U+5C37	23607	尷
01076	A01076	U+5C38	23608	尸
01077	A01077	U+5C3A	23610	尺
01078	A01078	U+5C3C	23612	尼
01079	A01079	U+5C40	23616	局
01080	A01080	U+5C41	23617	屁
01081	A01081	U+5C3F	23615	尿
01082	A01082	U+5C3E	23614	尾
01083	A01083	U+5C48	23624	屈
01084	A01084	U+5C45	23621	居
01085	A01085	U+5C46	23622	屆
01086	A01086	U+5C4E	23630	屎
01087	A01087	U+5C4F	23631	屏
01088	A01088	U+5C4D	23629	屍
01089	A01089	U+5C4B	23627	屋
01090	A01090	U+5C51	23633	屑
01091	A01091	U+5C55	23637	展
01092	A01092	U+5C50	23632	屐
01093	A01093	U+5C60	23648	屠
01094	A01094	U+5C5C	23644	屜
01095	A01095	U+5C62	23650	屢
01096	A01096	U+5C64	23652	層
01097	A01097	U+5C65	23653	履
01098	A01098	U+5C6C	23660	屬
01099	A01099	U+5C6F	23663	屯
01100	A01100	U+5C71	23665	山
01101	A01101	U+5C79	23673	屹
01102	A01102	U+5C90	23696	岐
01103	A01103	U+5C91	23697	岑
01104	A01104	U+5C94	23700	岔
01105	A01105	U+5C8C	23692	岌
01106	A01106	U+5CB7	23735	岷
01107	A01107	U+5CA1	23713	岡
01108	A01108	U+5CB8	23736	岸
01109	A01109	U+5CA9	23721	岩
01110	A01110	U+5CAB	23723	岫
01111	A01111	U+5CB1	23729	岱
01112	A01112	U+5CB3	23731	岳
01113	A01113	U+5CD9	23769	峙
01114	A01114	U+5CED	23789	峭
01115	A01115	U+5CFD	23805	峽
01116	A01116	U+5CFB	23803	峻
01117	A01117	U+5CEA	23786	峪
01118	A01118	U+5CE8	23784	峨
01119	A01119	U+5CF0	23792	峰
01120	A01120	U+5CF6	23798	島
01121	A01121	U+5D01	23809	崁
01122	A01122	U+5D07	23815	崇
01123	A01123	U+5D06	23814	崆
01124	A01124	U+5D0E	23822	崎
01125	A01125	U+5D1B	23835	崛
01126	A01126	U+5D16	23830	崖
01127	A01127	U+5D22	23842	崢
01128	A01128	U+5D11	23825	崑
01129	A01129	U+5D29	23849	崩
01130	A01130	U+5D14	23828	崔
01131	A01131	U+5D19	23833	崙
01132	A01132	U+5D4C	23884	嵌
01133	A01133	U+5D50	23888	嵐
01134	A01134	U+5D69	23913	嵩
01135	A01135	U+5D84	23940	嶄
01136	A01136	U+5D87	23943	嶇
01137	A01137	U+5D9D	23965	嶝
01138	A01138	U+5DBC	23996	嶼
01139	A01139	U+5DBA	23994	嶺
01140	A01140	U+5DBD	23997	嶽
01141	A01141	U+5DCD	24013	巍
01142	A01142	U+5DD4	24020	巔
01143	A01143	U+5DD2	24018	巒
01144	A01144	U+5DD6	24022	巖
01145	A01145	U+5DDD	24029	川
01146	A01146	U+5DDE	24030	州
01147	A01147	U+5DE2	24034	巢
01148	A01148	U+5DE5	24037	工
01149	A01149	U+5DE8	24040	巨
01150	A01150	U+5DE7	24039	巧
01151	A01151	U+5DE6	24038	左
01152	A01152	U+5DEB	24043	巫
01153	A01153	U+5DEE	24046	差
01154	A01154	U+5DF1	24049	己
01155	A01155	U+5DF2	24050	已
01156	A01156	U+5DF3	24051	巳
01157	A01157	U+5DF4	24052	巴
01158	A01158	U+5DF7	24055	巷
01159	A01159	U+5DFD	24061	巽
01160	A01160	U+5DFE	24062	巾
01161	A01161	U+5E02	24066	市
01162	A01162	U+5E03	24067	布
01163	A01163	U+5E06	24070	帆
01164	A01164	U+5E0C	24076	希
01165	A01165	U+5E18	24088	帘
01166	A01166	U+5E1A	24090	帚
01167	A01167	U+5E16	24086	帖
01168	A01168	U+5E15	24085	帕
01169	A01169	U+5E1B	24091	帛
01170	A01170	U+5E11	24081	帑
01171	A01171	U+5E1D	24093	帝
01172	A01172	U+5E25	24101	帥
01173	A01173	U+5E2D	24109	席
01174	A01174	U+5E2B	24107	師
01175	A01175	U+5E38	24120	常
01176	A01176	U+5E36	24118	帶
01177	A01177	U+5E33	24115	帳
01178	A01178	U+5E37	24119	帷
01179	A01179	U+5E45	24133	幅
01180	A01180	U+5E3D	24125	帽
01181	A01181	U+5E40	24128	幀
01182	A01182	U+5E4C	24140	幌
01183	A01183	U+5E5B	24155	幛
01184	A01184	U+5E63	24163	幣
01185	A01185	U+5E55	24149	幕
01186	A01186	U+5E57	24151	幗
01187	A01187	U+5E54	24148	幔
01188	A01188	U+5E62	24162	幢
01189	A01189	U+5E5F	24159	幟
01190	A01190	U+5E6B	24171	幫
01191	A01191	U+5E72	24178	干
01192	A01192	U+5E73	24179	平
01193	A01193	U+5E76	24182	并
01194	A01194	U+5E74	24180	年
01195	A01195	U+5E78	24184	幸
01196	A01196	U+5E79	24185	幹
01197	A01197	U+5E7B	24187	幻
01198	A01198	U+5E7C	24188	幼
01199	A01199	U+5E7D	24189	幽
01200	A01200	U+5E7E	24190	幾
01201	A01201	U+5E8F	24207	序
01202	A01202	U+5E87	24199	庇
01203	A01203	U+5E8A	24202	床
01204	A01204	U+5E9A	24218	庚
01205	A01205	U+5E97	24215	店
01206	A01206	U+5E9C	24220	府
01207	A01207	U+5E95	24213	底
01208	A01208	U+5E96	24214	庖
01209	A01209	U+5EA0	24224	庠
01210	A01210	U+5EA6	24230	度
01211	A01211	U+5EAB	24235	庫
01212	A01212	U+5EAD	24237	庭
01213	A01213	U+5EA7	24231	座
01214	A01214	U+5EB7	24247	康
01215	A01215	U+5EB8	24248	庸
01216	A01216	U+5EB6	24246	庶
01217	A01217	U+5EB5	24245	庵
01218	A01218	U+5EBE	24254	庾
01219	A01219	U+5ECA	24266	廊
01220	A01220	U+5EC1	24257	廁
01221	A01221	U+5EC2	24258	廂
01222	A01222	U+5EC9	24265	廉
01223	A01223	U+5EC8	24264	廈
01224	A01224	U+5ED3	24275	廓
01225	A01225	U+5ED6	24278	廖
01226	A01226	U+5EE2	24290	廢
01227	A01227	U+5EDA	24282	廚
01228	A01228	U+5EDF	24287	廟
01229	A01229	U+5EDD	24285	廝
01230	A01230	U+5EE3	24291	廣
01231	A01231	U+5EE0	24288	廠
01232	A01232	U+9F90	40848	龐
01233	A01233	U+5EEC	24300	廬
01234	A01234	U+5EF3	24307	廳
01235	A01235	U+5EF7	24311	廷
01236	A01236	U+5EF6	24310	延
01237	A01237	U+5EFA	24314	建
01238	A01238	U+5EFF	24319	廿
01239	A01239	U+5F01	24321	弁
01240	A01240	U+5F04	24324	弄
01241	A01241	U+5F08	24328	弈
01242	A01242	U+5F0A	24330	弊
01243	A01243	U+5F0F	24335	式
01244	A01244	U+5F12	24338	弒
01245	A01245	U+5F13	24339	弓
01246	A01246	U+5F14	24340	弔
01247	A01247	U+5F15	24341	引
01248	A01248	U+5F18	24344	弘
01249	A01249	U+5F17	24343	弗
01250	A01250	U+5F1B	24347	弛
01251	A01251	U+5F1F	24351	弟
01252	A01252	U+5F26	24358	弦
01253	A01253	U+5F27	24359	弧
01254	A01254	U+5F29	24361	弩
01255	A01255	U+5F2D	24365	弭
01256	A01256	U+5F31	24369	弱
01257	A01257	U+5F35	24373	張
01258	A01258	U+5F37	24375	強
01259	A01259	U+5F3C	24380	弼
01260	A01260	U+5F46	24390	彆
01261	A01261	U+5F48	24392	彈
01262	A01262	U+5F4C	24396	彌
01263	A01263	U+5F4E	24398	彎
01264	A01264	U+5F57	24407	彗
01265	A01265	U+5F59	24409	彙
01266	A01266	U+5F5E	24414	彞
01267	A01267	U+5F64	24420	彤
01268	A01268	U+5F62	24418	形
01269	A01269	U+5F65	24421	彥
01270	A01270	U+5F6C	24428	彬
01271	A01271	U+5F69	24425	彩
01272	A01272	U+5F6B	24427	彫
01273	A01273	U+5F6D	24429	彭
01274	A01274	U+5F70	24432	彰
01275	A01275	U+5F71	24433	影
01276	A01276	U+5F77	24439	彷
01277	A01277	U+5F79	24441	役
01278	A01278	U+5F80	24448	往
01279	A01279	U+5F81	24449	征
01280	A01280	U+5F7F	24447	彿
01281	A01281	U+5F7C	24444	彼
01282	A01282	U+5F88	24456	很
01283	A01283	U+5F85	24453	待
01284	A01284	U+5F8A	24458	徊
01285	A01285	U+5F8B	24459	律
01286	A01286	U+5F87	24455	徇
01287	A01287	U+5F8C	24460	後
01288	A01288	U+5F92	24466	徒
01289	A01289	U+5F91	24465	徑
01290	A01290	U+5F90	24464	徐
01291	A01291	U+5F97	24471	得
01292	A01292	U+5F99	24473	徙
01293	A01293	U+5F9E	24478	從
01294	A01294	U+5F98	24472	徘
01295	A01295	U+5FA1	24481	御
01296	A01296	U+5FA9	24489	復
01297	A01297	U+5FAA	24490	循
01298	A01298	U+5FA8	24488	徨
01299	A01299	U+5FAC	24492	徬
01300	A01300	U+5FAE	24494	微
01301	A01301	U+5FB9	24505	徹
01302	A01302	U+5FB7	24503	德
01303	A01303	U+5FB5	24501	徵
01304	A01304	U+5FBD	24509	徽
01305	A01305	U+5FC3	24515	心
01306	A01306	U+5FC5	24517	必
01307	A01307	U+5FD9	24537	忙
01308	A01308	U+5FD6	24534	忖
01309	A01309	U+5FD8	24536	忘
01310	A01310	U+5FCC	24524	忌
01311	A01311	U+5FD7	24535	志
01312	A01312	U+5FCD	24525	忍
01313	A01313	U+5FF1	24561	忱
01314	A01314	U+5FEB	24555	快
01315	A01315	U+5FDD	24541	忝
01316	A01316	U+5FE0	24544	忠
01317	A01317	U+5FFD	24573	忽
01318	A01318	U+5FF5	24565	念
01319	A01319	U+5FFF	24575	忿
01320	A01320	U+600F	24591	怏
01321	A01321	U+6014	24596	怔
01322	A01322	U+602F	24623	怯
01323	A01323	U+6035	24629	怵
01324	A01324	U+6016	24598	怖
01325	A01325	U+602A	24618	怪
01326	A01326	U+6015	24597	怕
01327	A01327	U+6021	24609	怡
01328	A01328	U+6027	24615	性
01329	A01329	U+6012	24594	怒
01330	A01330	U+601D	24605	思
01331	A01331	U+6020	24608	怠
01332	A01332	U+6025	24613	急
01333	A01333	U+600E	24590	怎
01334	A01334	U+6028	24616	怨
01335	A01335	U+604D	24653	恍
01336	A01336	U+6070	24688	恰
01337	A01337	U+6068	24680	恨
01338	A01338	U+6062	24674	恢
01339	A01339	U+6046	24646	恆
01340	A01340	U+6043	24643	恃
01341	A01341	U+606C	24684	恬
01342	A01342	U+606B	24683	恫
01343	A01343	U+606A	24682	恪
01344	A01344	U+6064	24676	恤
01345	A01345	U+6059	24665	恙
01346	A01346	U+6063	24675	恣
01347	A01347	U+6065	24677	恥
01348	A01348	U+6050	24656	恐
01349	A01349	U+6055	24661	恕
01350	A01350	U+606D	24685	恭
01351	A01351	U+6069	24681	恩
01352	A01352	U+606F	24687	息
01353	A01353	U+6084	24708	悄
01354	A01354	U+609F	24735	悟
01355	A01355	U+609A	24730	悚
01356	A01356	U+608D	24717	悍
01357	A01357	U+6094	24724	悔
01358	A01358	U+608C	24716	悌
01359	A01359	U+6085	24709	悅
01360	A01360	U+6096	24726	悖
01361	A01361	U+607F	24703	恿
01362	A01362	U+60A3	24739	患
01363	A01363	U+6089	24713	悉
01364	A01364	U+60A0	24736	悠
01365	A01365	U+60A8	24744	您
01366	A01366	U+60CB	24779	惋
01367	A01367	U+60B4	24756	悴
01368	A01368	U+60E6	24806	惦
01369	A01369	U+60BD	24765	悽
01370	A01370	U+60C5	24773	情
01371	A01371	U+60BB	24763	悻
01372	A01372	U+60B5	24757	悵
01373	A01373	U+60DC	24796	惜
01374	A01374	U+60BC	24764	悼
01375	A01375	U+60D8	24792	惘
01376	A01376	U+60D5	24789	惕
01377	A01377	U+60C6	24774	惆
01378	A01378	U+60DF	24799	惟
01379	A01379	U+60B8	24760	悸
01380	A01380	U+60DA	24794	惚
01381	A01381	U+60D1	24785	惑
01382	A01382	U+60E1	24801	惡
01383	A01383	U+60B2	24754	悲
01384	A01384	U+60B6	24758	悶
01385	A01385	U+60E0	24800	惠
01386	A01386	U+611C	24860	愜
01387	A01387	U+6123	24867	愣
01388	A01388	U+60FA	24826	惺
01389	A01389	U+6115	24853	愕
01390	A01390	U+60F0	24816	惰
01391	A01391	U+60FB	24827	惻
01392	A01392	U+60F4	24820	惴
01393	A01393	U+6168	24936	慨
01394	A01394	U+60F1	24817	惱
01395	A01395	U+610E	24846	愎
01396	A01396	U+60F6	24822	惶
01397	A01397	U+6109	24841	愉
01398	A01398	U+6100	24832	愀
01399	A01399	U+611A	24858	愚
01400	A01400	U+610F	24847	意
01401	A01401	U+6148	24904	慈
01402	A01402	U+611F	24863	感
01403	A01403	U+60F3	24819	想
01404	A01404	U+611B	24859	愛
01405	A01405	U+60F9	24825	惹
01406	A01406	U+6101	24833	愁
01407	A01407	U+6108	24840	愈
01408	A01408	U+614E	24910	慎
01409	A01409	U+614C	24908	慌
01410	A01410	U+6144	24900	慄
01411	A01411	U+614D	24909	慍
01412	A01412	U+613E	24894	愾
01413	A01413	U+6134	24884	愴
01414	A01414	U+6127	24871	愧
01415	A01415	U+6147	24903	慇
01416	A01416	U+613F	24895	愿
01417	A01417	U+614B	24907	態
01418	A01418	U+6177	24951	慷
01419	A01419	U+6162	24930	慢
01420	A01420	U+6163	24931	慣
01421	A01421	U+615F	24927	慟
01422	A01422	U+615A	24922	慚
01423	A01423	U+6158	24920	慘
01424	A01424	U+6176	24950	慶
01425	A01425	U+6167	24935	慧
01426	A01426	U+616E	24942	慮
01427	A01427	U+615D	24925	慝
01428	A01428	U+6155	24917	慕
01429	A01429	U+6182	24962	憂
01430	A01430	U+617C	24956	慼
01431	A01431	U+6170	24944	慰
01432	A01432	U+616B	24939	慫
01433	A01433	U+617E	24958	慾
01434	A01434	U+61A7	24999	憧
01435	A01435	U+6190	24976	憐
01436	A01436	U+61AB	25003	憫
01437	A01437	U+618E	24974	憎
01438	A01438	U+61AC	25004	憬
01439	A01439	U+619A	24986	憚
01440	A01440	U+61A4	24996	憤
01441	A01441	U+6194	24980	憔
01442	A01442	U+61B2	25010	憲
01443	A01443	U+6191	24977	憑
01444	A01444	U+61A9	25001	憩
01445	A01445	U+618A	24970	憊
01446	A01446	U+61CD	25037	懍
01447	A01447	U+61B6	25014	憶
01448	A01448	U+61BE	25022	憾
01449	A01449	U+61C2	25026	懂
01450	A01450	U+61CA	25034	懊
01451	A01451	U+61C8	25032	懈
01452	A01452	U+61C9	25033	應
01453	A01453	U+61C7	25031	懇
01454	A01454	U+61E6	25062	懦
01455	A01455	U+61E3	25059	懣
01456	A01456	U+61F2	25074	懲
01457	A01457	U+61F7	25079	懷
01458	A01458	U+61F6	25078	懶
01459	A01459	U+61F5	25077	懵
01460	A01460	U+61F8	25080	懸
01461	A01461	U+61FA	25082	懺
01462	A01462	U+61FC	25084	懼
01463	A01463	U+61FE	25086	懾
01464	A01464	U+61FF	25087	懿
01465	A01465	U+6200	25088	戀
01466	A01466	U+6208	25096	戈
01467	A01467	U+620A	25098	戊
01468	A01468	U+620E	25102	戎
01469	A01469	U+620C	25100	戌
01470	A01470	U+620D	25101	戍
01471	A01471	U+6210	25104	成
01472	A01472	U+6212	25106	戒
01473	A01473	U+6211	25105	我
01474	A01474	U+6216	25110	或
01475	A01475	U+6215	25109	戕
01476	A01476	U+621A	25114	戚
01477	A01477	U+621B	25115	戛
01478	A01478	U+621F	25119	戟
01479	A01479	U+6221	25121	戡
01480	A01480	U+6222	25122	戢
01481	A01481	U+622A	25130	截
01482	A01482	U+622E	25134	戮
01483	A01483	U+6230	25136	戰
01484	A01484	U+6232	25138	戲
01485	A01485	U+6234	25140	戴
01486	A01486	U+6233	25139	戳
01487	A01487	U+6236	25142	戶
01488	A01488	U+623F	25151	房
01489	A01489	U+623E	25150	戾
01490	A01490	U+6240	25152	所
01491	A01491	U+6241	25153	扁
01492	A01492	U+6247	25159	扇
01493	A01493	U+6248	25160	扈
01494	A01494	U+6249	25161	扉
